id-EP2393996B1    abstract-
id-DE102010027302B4    abstract-Verwendung eines kompressionsluftbasierten Energiespeichersystems (10) um außerhalb der Spitzenbelastung vorhandene Elektrizität zu speichern, umfassend: (a) einen Kompressor (12) zum Komprimieren von Umgebungsluft; (b) einen Luftspeicherbehälter (13), der dafür ausgelegt ist, Kompressionsluft aus dem Kompressor (12) zu speichern; (c) ein Wärmeenergiespeichersystem (11; 100), das dafür ausgelegt ist, dem Energiespeichersystem (10) Wärme zuzuführen, damit die Kompressionsluft erwärmt wird, um die Erzeugung von Arbeit der Kompressionsluft zu vergrößern, wobei außerhalb der Spitzenbelastung vorhandene Elektrizität verwendet wird, um eine Direkterwärmung für das Wärmeenergiespeichersystem (11; 100) bereitzustellen; und (d) einen Bypass um das Wärmeenergiespeichersystem (11; 100) für die Kompressionsluft zur Steuerung bzw. Regelung einer Auslasstemperatur der Kompressionsluft während der Wärmezufuhr auf einen konstanten Wert.
id-US8833065B2    abstract-A control device for a hybrid construction machine includes a discharge pressure introduction passage that leads a discharge pressure from a variable volume pump to a regulator, and a load pressure introduction passage that leads one of a maximum load pressure of respective actuators and a load pressure of a hydraulic motor to the regulator. A controller, having determined that the actuators are in an inoperative condition on the basis of a detection result from an operating condition detector, excites a solenoid of a solenoid pilot control valve such that a discharge oil from the variable volume pump is led to the hydraulic motor, and controls the regulator such that a differential pressure between the discharge pressure of the variable volume pump and the load pressure of the hydraulic motor is kept constant.
id-US9037356B2    abstract-A control device for a hybrid construction machine includes a regulator that performs control such that a tilt angle of a variable volume pump increases as an exerted pilot pressure decreases. A controller switches a main switch valve such that an oil discharged from the variable volume pump is led to a regenerative hydraulic motor and switches a pilot selection valve such that a second pilot flow passage provided with a solenoid variable pressure reducing valve communicates with the regulator when all of a plurality of operation valves are determined to be in a neutral position.
id-US8806860B2    abstract-A hybrid construction machine includes a control valve provided in a flow passage that connects an actuator to a regenerative hydraulic motor, an opening of which is controlled by a pilot pressure led to a pilot chamber thereof; and a solenoid pilot control valve that leads a pressure on an upstream side of the control valve to the pilot chamber. In the control valve, a pressure receiving area of a main spool for receiving the pilot pressure is equal to an area obtained by subtracting a pressure receiving area of the main spool for receiving a pressure of an outflow port in a direction for moving the main spool against a biasing force of a biasing member from a pressure receiving area of the main spool for receiving a pressure of the outflow port in a direction for moving the main spool against the pilot pressure.
id-WO2011012187A1    abstract-Offenbart ist ein hydraulischer Drehwerksantrieb für ein mobiles Arbeitsgerät mit einer Pumpe (1), die über eine Pumpenleitung (2) an ein Steuer-Wegeventil (10) angeschlossen ist, wobei die Pumpenleitung (2) über ein Unloadingventil (16) zu einem Tank (T) entlastbar ist. Weiterhin hat der Drehwerksantrieb zwei Arbeitsleitungen (6,8), über die das Steuer-Wegeventil (10) mit einem Drehwerksmotor (4) verbunden ist, wobei von der Pumpe (1) auch zumindest ein weiterer Verbraucher versorgt werden kann. Erfindungsgemäß kann bei einer Verzögerung des als Pumpe wirkenden Drehwerksmotors (4) über zumindest ein Druckzuschaltventil (28, 28', 30, 30' ) Druckmittel in die Pumpenleitung (2) eingespeist werden.
id-DE102009033645A1    abstract-Offenbart ist eine hydraulische Steueranordnung für mobile Arbeitsmaschinen mit mehreren doppelt wirkenden Verbrauchern. Ein erster Arbeitsanschluss jedes Verbrauchers kann über je ein Wegeventil und über eine gemeinsame erste Hauptleitung mit einer ersten Hydromaschine verbunden werden, und ein zweiter Arbeitsanschluss jedes Verbrauchers kann über je ein Wegeventil und über eine gemeinsame zweite Hauptleitung mit einer zweiten Hydromaschine verbunden werden.
id-SE534341C2    abstract-17 S A M M A N D R A G Bomtruck lämpad för containerhantering med en teleskopisklyftbom (9), som är vridbart lagrad vid ett stativ (19)kring en vridaxel (20) och med två hydrauliska huvudlyft-cylindrar (21) för lyftning av lyftbommen under vridningkring nämnda vridaxel. Enligt uppfinningen innefattarbomtrucken en energibesparande hydraulisk enhet (30), somhar två hydrauliska hjälplyftcylindrar (31), som är för-bundna med lyftbommen och sträcker sig mellan denna ochbomtruckens chassi, och två ackumulatorer (32), som kom-municerar med varsin hjälplyftcylinder (31) för överfö-ring av olja däremellan i beroende av läget och rörelse-riktningen hos lyftbommen (9), varvid ackumulatorerna harett tryck som är högst, då lyftbommen är i nedersta lä-get, och lägst i översta läget, och varvid ackumulato-rerna aktiverar hjälpcylindern vid aktivering av huvud-lyftcylindern (21)lindern hjälper till att lyfta lyftbommen, och energi för lyftning, varigenom hjälplyftcy- lagras i ackumulatorerna genom varje sänkning av lyftbommen. Figur 1
id-TWI402442B    abstract-
id-US9217446B2    abstract-A hydraulic controller includes: an accumulator connected to a main oil passage; a pressure storage use oil passage which branches off from the main oil passage and leads to the accumulator; an inlet port; a priority port; and a bypass port. The hydraulic controller includes a priority valve configured such that, at the time of storing pressure in the accumulator, of pressure oil that flows into the inlet port, the pressure oil at a flow rate for storing of pressure in the accumulator, which is a preset flow rate, flows out of the priority port, and the pressure oil at a surplus flow rate, which is a flow rate obtained by subtracting the flow rate for storing of pressure from the flow rate of the pressure oil flowing into the input port, flows out of the bypass port.
id-US20130199170A1    abstract-A hydraulic drive device with energy recovery function, includes a pressure medium pump for supplying a consumer with pressure medium and a return line for removing the pressure medium from the consumer. The discharged pressure medium is returned under pressure to the suction side of the pressure medium pump.
