id-EP2383139B1    abstract-
id-JP2010252617A    abstract-[challenges] to prevent the occurrence of overvoltage failure of electric wires, charging of electric double layer capacitors is possible as close as possible to the upper limit. A new current finger narrowed by a filter 34 that takes into account the current command value output from PI amplifier 23 and the internal resistance of the electric double layer capacitor after the current command value is input into the limiter 24 and the current command value obtained after the restriction processing. The comparator 32 compares the command value with the command value and outputs the smaller current command value as the charging current command value. The deviation output between the command value of the charging current output from the comparator 32 and the detection value of the charging current of the electric double layer capacitor is obtained, and the output is obtained through PI amplifier 26 to determine the PI control output of the duty of the bidirectional chopper unit. The PWM signal corresponding to the duty cycle is input to the amplifier 28 used to control the signal cycle, and the PWM signal corresponding to the duty cycle is generated from the amplifier 28 through the CMP generator 29. The gate signal is obtained from the PWM signal and the conditional signal when the regenerative power is generated. Selection diagram: figure 1
id-JP2010206992A    abstract-[issues] we provide technology to reduce the load on the battery caused by excessive energy recovered by regenerative braking. [solution] in the brake control unit, regenerative braking is applied to the wheels on the vehicle by an electric motor. The control device calculates the target total braking force as the target for vehicle control, determines the target regenerative braking force generated by the regenerative brake to meet the target total braking force, and applies the hydraulic brake to meet the shortage of the target total braking force. The target fluid pressure control power to be generated is determined, and the regenerative brake and the hydraulic brake are coordinated and controlled according to the target fluid pressure control power and the target fluid pressure control power. When the target regenerative braking force is greater than the specified value, the control device controls the regenerative braking force according to the reduced regenerative braking force obtained by reducing the target regenerative braking force. The controller controls the hydraulic brake in response to the increased target hydraulic braking power by increasing the target hydraulic braking power to compensate for the reduced target regenerative braking power. Select diagram: figure 3
id-EP2414268A4    abstract-

id-JP2010220381A    abstract-[issues] we provide a charging control device for electric vehicles that improves total efficiency by taking into account the charging efficiency during charging and the regeneration efficiency during running after charging. [solution] the ECU charges the storage device from an external power source in the first charge period after the end of the run (time t1 ~ t2) and the second charge period before the start of the next run (time t3 ~ t4). The ECU predicts from an external power source the loss during charging (charge loss) of the storage device and the loss during regeneration (regenerative loss) during the next drive, and the alpha division ratio of the first and second charge periods to minimize the sum of the charge loss and the regeneration loss during the next drive. Decide. Selection diagram: figure 5
id-US8584779B2    abstract-A structure for mounting a power source apparatus includes a power source apparatus mounted on a vehicle, and a reinforcing member configured to reinforce connection between the power source apparatus and a vehicle body. The power source apparatus has a power source unit and a device fixed to an upper face of the power source unit and having a length in a front-back direction of the vehicle smaller than a length of the power source unit. The reinforcing member extends in a left-right direction of the vehicle and is fixed at different portions to the power source apparatus and the vehicle body in space above the power source unit and adjacent to the device in the front-back direction of the vehicle.

id-EP2241472B1    abstract-

id-US9013142B2    abstract-A vehicle and a power source are connected to each other at the time of charging by a charging cable including a signal line for transmitting a pilot signal for communication of information and a power line for transmitting electric power. The pilot signal has voltage changeable between a high level and a low level having a lower potential than the high level. The charging connector is provided with a power terminal to be supplied with the electric power from the power line, a signal terminal receiving the pilot signal transmitted from the signal line, and a light emitting diode having one end coupled to a signal of the signal line and the other end coupled to a node of a higher potential than the low level, with the forward direction thereof from the other end to the one end.

id-JP5641730B2    abstract-

id-US8886375B2    abstract-When a diagnosis result of an ABS control system is normal, a determination is made as to whether or not to execute ABS control based on a slip ratio of a vehicle wheel, whereupon motor torque control is executed based on an operational state of an ABS. In other words, when ABS control is not executed, the motor-generator is controlled to a regenerative state, and when ABS control is executed, the motor-generator is controlled to a power running state. When the diagnosis result of the ABS control system is abnormal, on the other hand, regenerative braking by the motor-generator is prohibited immediately and the motor-generator is controlled to the power running state.

id-US20100252341A1    abstract-The electric rotary machine comprises a stator and a rotor. The rotor is incorporated rotatablly inside the stator keeping an air gap between the rotor and the stator, the rotor being divided into at least two of a first rotor and a second rotor in a direction of a rotating shaft thereof, and each of the first and second rotors having field magnets with different polarities disposed alternatively in a rotating direction of the rotor. A magnetic flux control mechanism controls effective magnetic fluxes by varying positions of the field magnets of the second rotor relatively with respect to that of the first rotor in at least the rotating direction of the rotor. The stator core is provided with a magnetoresistive layer that is interposed in the path of the effective magnetic fluxes in the stator core.

id-US20100270810A1    abstract-A system for generating energy using the rotating wheels of a vehicle and for collecting such energy is provided. An alternative system for powering vehicle engines using relatively inexpensive fuel sources is also provided.

id-EP2418132A1    abstract-At a time (t3) when a vehicle speed is decreased below a switching-start vehicle speed and the switching from regenerative braking to fluid pressure braking is performed, even if a slave cylinder is caused to be operated by driving an electric motor at the same time of starting the reduction of regenerative braking force, the increase of fluid pressure braking force is delayed by an ineffective stroke in the slave cylinder. Accordingly, a temporary drop of total braking force of the regenerative braking force and fluid pressure braking force is generated. However, at a time (t2) when a vehicle speed is decreased below a switching-preparation-start vehicle speed, the electric motor is, beforehand, caused to drive slightly to cancel out the ineffective stroke in the slave cylinder. This can prevent a temporary drop of the total braking force of the regenerative braking force and fluid pressure braking force at the time of the switching, and can thereby prevent deterioration of brake feeling.

id-WO2010115865A1    abstract-The invention refers to a device (56) connected to a power supply, connected to a traction power supply divider circuit (18), with a preset circuit, 26 between circuits (38) and a self circuit (38). The device has a set of connected solid clutches (T9, T10) and a set using solid clutches. T11, T12) and two cuts (62.64). Each Bruckenzweig (58.60) is a backup power source (66,68) electrically parallel to each Bruckenzweig (58.60) after (70,74) the active or negative touch of the third rail (16,20)Spannungszwischenkreises(18) and with the other Port (72.76) by reducing (64,62) and one Verbindungspunkt(80.78) two abschaltbarer Halbleiterschalter (T11, T12; T09, bridge one (60,58) connection activated. Through this sophisticated device (56), we can connect two stored energy (66,68) to the middle coil of the main circuit (18) of the traction power supply, reducing the current residue of the system (18).
id-US20130221901A1    abstract-An electric vehicle comprises a power supply operable on a non-fossil fuel supply and an on-board recharging system that includes a wrapped charging bar and that is operable to prevent a DCPCS from being completely discharged except under express command to do so.

id-US9738271B2    abstract-A method for controlling a hybrid electric powertrain includes, in response to a request to increase a powertrain braking force on at least one of a plurality of traction wheels, (i) commanding at least one clutch to increase a gear ratio of a transmission, and (ii) during clutch stroke, commanding an electric machine to act as a generator such that the electric machine applies a braking force to at least one of the traction wheels.

id-US9283838B2    abstract-Provided is a protective structure for a fuel cell system in a vehicle. The fuel cell system includes a fuel cell unit accommodating a fuel cell and a related device disposed adjacently to the fuel cell unit. The protective structure enables effective protection of the fuel cell unit and the related device from impacts from below the vehicle. The fuel cell unit and the related device are provided at respective protective structural bodies. An under-panel is provided on at least one of the bottom surfaces of the protective structural bodies. A floor panel covers commonly the bottom surface sides of the fuel cell unit and the related device.

id-US8932769B2    abstract-Provided is a mounting structure of a fuel cell system capable of withstanding a collision from the side face of a fuel cell vehicle. The fuel cell system comprises a fuel cell unit for housing a fuel cell, and a protective structure having a mounting surface for mounting the fuel cell unit. The protective structure includes sloping frames provided obliquely relative to the mounting surface at a position opposing at least one side face of the fuel cell unit. Since the protective structure has the sloping frames as the structural objects to be subjected to the impact of the collision from the side face, the protection of the entire height of the fuel cell unit is realized by the lightest structural objects.

id-US9186995B2    abstract-A non-contact power receiving apparatus includes a power reception coil receiving, by electromagnetic resonance, the electric power transmitted from a power transmission coil; a rectifier rectifying the electric power received by the power reception coil, a load receiving the electric power rectified by the rectifier; a resistance and a connection switch provided in a pair of power lines for transmitting the electric power from the power reception coil through the rectifier to the load, the resistance and the connection switch being connected in series between the pair of power lines; and a control device. The control device renders the connection switch conductive when determining where the power reception coil is positioned, and renders the connection switch nonconductive when the electric power is transmitted to the load from the power reception coil through the rectifier.

id-US8459399B2    abstract-Provided is a mounting structure of a fuel cell system capable of inhibiting a related device from colliding with the fuel cell when a crash impact is applied from the vehicle front while inhibiting the increase in the vehicle weight. The fuel cell system includes a fuel cell, and a related device electrically connected to the fuel cell and disposed adjacent to the, wherein related device has an inclined part on a side of a forward direction of a vehicle. When a crash impact is applied to the vehicle from the forward direction side, the moving direction of the related device is changed to a direction (for example, downward) that is not parallel to the forward direction. Thus, it is possible to inhibit the related device from advancing directly toward and damaging the fuel cell.

id-US8812203B2    abstract-A control apparatus for a power transmitting system of a vehicle provided with a transmission portion having a plurality of speed ratios to be established in steps, and an electric motor operatively connected to an input-side rotary member of said transmission portion and controlled to generate a regenerative torque in a decelerating state of the vehicle, the control apparatus is configured: to implement a shifting control to perform a shifting operation of said transmission portion under the condition of a determination in the decelerating state of the vehicle that an input torque of said transmission portion including said regenerative torque is substantially zero; and to implement the shifting control to perform the shifting operation of said transmission portion under the condition of an improvement of a fuel economy rather than the determination that the input torque of said transmission portion is substantially zero, when a target deceleration value of the vehicle is larger than a predetermined threshold value.

id-US9162559B2    abstract-A fuel-cell-system providing structure is provided which is capable of preventing a collision of a fuel cell with a related apparatus of the fuel cell while suppressing the increase in weight of a vehicle. A fuel cell system provided in a vehicle includes: a fuel cell unit in which a fuel cell is contained; and a related apparatus that is electrically connected to the fuel cell and that is located adjacent to the fuel cell unit. The related apparatus is arranged at a position closer to an outer surface of the vehicle than the fuel cell unit.

id-US8415825B2    abstract-In a power conversion device of a vehicle, when a collision of a vehicle is detected, the voltage of a gate signal that drive a semiconductor switching element included in the power conversion device is decreased, and residual charge stored in a smoothing capacitor is discharged. Such a configuration increases switching loss when the semiconductor switching element is turned on or off during discharge of the residual charge in the power conversion device, so that discharge of the residual charge can be accomplished in a shorter time.

id-US8287429B2    abstract-A shifting control apparatus for a power transmitting system of a vehicle provided with a vehicle drive electric motor, and a step-variable automatic transmission constituting a part of a power transmitting path between said vehicle drive electric motor and drive wheels, the shifting control apparatus controls said vehicle drive electric motor to perform a regenerative operation in a coasting state of the vehicle, and controls said automatic transmission to perform a shift-down operation at a predetermined coasting shift-down vehicle speed in the coasting state, the shifting control apparatus is configured: to change said coasting shift-down vehicle speed according to a regenerative power of said vehicle drive electric motor; to control said vehicle drive electric motor in the coasting state of the vehicle, so as to perform the regenerative operation at a vehicle speed higher than a predetermined drive/driven switching vehicle speed value, and so as to generate a vehicle drive torque at a vehicle speed lower than said predetermined drive/driven switching vehicle speed value; and to lower said coasting shift-down vehicle speed value at which the shift-down operation of said automatic transmission to a lowest shift position thereof is performed, and said drive/driven switching vehicle speed value, with an increase of said regenerative power of said vehicle drive electric motor.

id-EP2428416B1    abstract-

id-US8674631B2    abstract-A power conversion apparatus includes: a line breaker that is connected in series to a direct-current power supply; a first capacitor that is connected in parallel to the direct-current power supply through the line breaker; a discharge circuit that includes a resistor and a first switching circuit connected in series and is connected in parallel to the first capacitor; a power converter for driving a synchronous machine; a second capacitor that is connected in parallel to a direct-current side of the power converter; a second switching circuit that is connected in series between the first capacitor and the second capacitor; and a control circuit for controlling the discharge circuit. The control circuit controls the discharge circuit on the basis of the voltage of the first capacitor and the voltage of the second capacitor.

id-US8430777B2    abstract-A proposition is to provide a power transmission mechanism for parallel hybrid vehicle that is capable of smoothly combining/separating input/output powers of a motor and an engine, and is applicable to a large hybrid vehicle by ensuring sufficient strength of a mechanism for combining and separating the input/output powers.      It is characterized by including a motor output shaft of the motor/generator rotatable separately from an engine drive shaft system extending from a main clutch to a transmission, a motor-brake mounted on one end side of the motor output shaft to release/fix the motor output shaft, and a planetary gear mechanism mounted between another end side of the motor output shaft and the engine drive shaft system and including a sun gear provided on the other end side of the motor output shaft, an outer gear provided on the engine drive shaft system and having a gear ratio to the sun gear of 1:1, a plurality of planetary gears with which the sun gear and the outer gear are engaged, and a planetary carrier picking up orbital motions of the planetary gears, and a gear brake mounted on one end side of the planetary carrier to release/fix the planetary carrier.

id-US8725334B2    abstract-A method for controlling torque applied to wheels of a vehicle including at least one electric motor connected to a battery and connected to at least one driving wheel. The motor is capable of operating as a generator for recharging the battery when the vehicle slows down. A first braking adjustment travel and a second acceleration adjustment travel are applied to the movement of the acceleration pedal of the vehicle, the braking adjustment travel being a continuously decreasing function relative to the charge of the battery.

id-EP2253530B1    abstract-

id-US20100305821A1    abstract-A method of controlling brake power flow for a vehicle with an electrically variable transmission is provided. When the brake power exceeds a power absorption capability of the energy storage system, then vehicle conditions are evaluated to determine if control of an engine fan is allowable. When conditions allow for fan control then the remaining brake power is provided for operation of the engine fan. Any excess brake power is dissipated through the exhaust brake or used by other vehicle accessories.

id-US8302724B2    abstract-An electric vehicle is disclosed having a frame, a plurality of ground engaging members, an electric motor, a front drive system, and a rear drive system. The electric motor is configured to provide power to at least a portion of the ground engaging members. The vehicle also comprises a plurality of batteries, an electronic controller, and a drive mode input. The drive mode input is operatively coupled to the electronic controller. The electronic controller operates the electric vehicle in one of a plurality of drive modes based on the drive mode input. In a first drive mode, the electronic controller specifies a first amount of motor braking to be applied by the electric motor, and in a second drive mode, the electronic controller specifies a second amount of motor braking to be applied by the electric motor. The second amount differs from the first amount.

id-US9793722B2    abstract-A power source apparatus mounted to a vehicle is equipped with a lead-acid battery and a lithium battery. An open circuit voltage and an internal resistance of each of the batteries are determined to satisfy the following conditions (a 1 ), (a 2 ), and (a 3 ): (a 1 ) In the use range of SOC of the lead-acid battery and the use range of SOC of the lithium battery, there is an equal voltage point Vds at which the open circuit voltage V 0  (Pb) of the lead-acid battery becomes equal to the open circuit voltage V 0  (Li) of the lithium battery; (a 2 ) The relationship of V 0  (Li)>V 0  (Pb) is satisfied in the upper limit side of the use range of SOC of the battery; and (a 3 ) A terminal voltage Vc (Li) of the lithium battery is not more than a set voltage Vreg of a regulator when a maximum current flows in the lithium battery.

id-US9199538B2    abstract-A charging connector includes a lock button for locking the charging connector in a charging inlet, and a limit switch for electrically connecting a control pilot line and a ground line to each other in response to an operation of the lock button. The vehicle inlet includes a switch circuit for selectively connecting the control pilot line and the ground line with a resistance circuit, depending on whether a charging lid is open or closed. A CPU is configured to be able to supply a voltage to the control pilot line, and based on a potential of a control signal in accordance with presence/absence of voltage supply to the control pilot line, it detects the state of connection of a charging cable and the state of control pilot line.

id-EP2444272B1    abstract-

id-US8798876B2    abstract-In a hybrid working machine, a control unit corrects an output upper limit value of an engine based on a deviation between a target revolution speed of the engine and an actual revolution speed of the engine, and output values of a motor generator, a hydraulically driven unit and an electrically driven unit are determined based on the corrected output upper limit value of the engine, or the control unit corrects an output lower limit value of the motor generator based on a deviation between the target revolution speed of the engine and the actual revolution speed of the engine, and the output values of the motor generator, the hydraulically driven unit and the electrically driven unit are determined based on the corrected output lower limit value of the motor generator.

